Name,Comment,Time,Likes,Reply Count,Supporter
Shopno,Srk &gt; Bollywood,2021-04-27T04:55:07Z,0,0,Sharukh Khan
Sudesh Shukla,SRK,2021-04-26T02:30:23Z,0,0,Sharukh Khan
yasir samad,Both are legendry Superstars<br>Love from Pakistan....,2021-04-24T21:19:39Z,26,0,Sharukh Khan
Hemanta Biswal,Not salman only sharukh,2021-04-24T01:33:01Z,0,0,Sharukh Khan
061_MD Farhaan,Salman wale bache hai abhi pata ni srk kiya hai,2021-04-23T23:21:09Z,0,0,Sharukh Khan
Aditya Mishra,Salman Khan,2021-04-23T10:13:16Z,0,0,Salman Khan
Hasan RaTul Bains,Only Salman Bhaijan or kuch nahi.<br>And I am From Bangladesh ❤️🥀,2021-04-22T17:23:26Z,18,0,Salman Khan
Ali Sultan,King of Bollywood srk,2021-04-21T11:10:01Z,0,0,Sharukh Khan
Kailas Bhoir,Srk king of bollywood,2021-04-21T07:32:57Z,1,0,Sharukh Khan
Sayeed dexigner,Salman khan❤️❤️❤️❤️,2021-04-20T18:17:29Z,0,0,Salman Khan
Hirshad Ahamed,Salman Khan stardam,2021-04-20T13:19:44Z,1,0,Salman Khan
mustafa osman,SRK🤗,2021-04-20T04:25:03Z,0,0,Sharukh Khan
SI RUBEL,See everyone like Salman khan only. I don&#39;t like srk,2021-04-19T13:16:21Z,0,0,Salman Khan
Mohammed Awez,Srk,2021-04-18T23:22:05Z,0,0,Sharukh Khan
anmol raina,Salman khan is bloody he killed sushant  at carrer of vivek oberai <br> Aishwariya rai and many more <br>And srk is beautiful and has best acting salman movies are copies of  south only worst action srk has all expressions on face,2021-04-18T21:27:01Z,1,0,Sharukh Khan
Sk Amin,Srk stardum biggest fan,2021-04-18T20:57:03Z,0,0,Sharukh Khan
Battel Game,Salman khan,2021-04-18T08:25:24Z,0,0,Salman Khan
Wewilldo Download,Salman Khan Nahin Shahrukh Khan world richest and biggest actor,2021-04-18T07:00:42Z,1,0,Sharukh Khan
Dato Jamal,SRK SRK SRK SRK SRK SRK,2021-04-17T15:33:06Z,3,0,Sharukh Khan
Aaryan Khan,Srk,2021-04-16T16:41:49Z,0,0,Sharukh Khan
Yash Arya,BIGGEST FAN OF SRK,2021-04-15T12:29:28Z,0,0,Sharukh Khan
Yash Arya,BESTEST ACTOR IN THE WORLD IS SHAH RUKH KHAN,2021-04-15T12:29:15Z,1,0,Sharukh Khan
Yash Arya,"THE ONE AND ONLY KING/ BADSHAH OF BOLLYWOOD ,TOLLYWOOD , HOLLYWOOD IS ONLY MY ALL TIME FAVOURITE SHAH RUKH KHAN",2021-04-15T12:28:30Z,7,0,Sharukh Khan
Adeelsatti Satti,King of Bollywood,2021-04-14T08:40:04Z,0,0,Sharukh Khan
Adeelsatti Satti,Srk,2021-04-14T08:39:54Z,0,0,Sharukh Khan
Prasath Sankar,Salmankhan ❤️ ❤️❤️,2021-04-13T12:03:13Z,2,0,Salman Khan
Comic Items,Worlds most famous actor Salman Khan,2021-04-12T03:03:15Z,0,1,Salman Khan
shoaib Khan,salman khan,2021-04-11T18:57:29Z,0,0,Salman Khan
Nobody Love me,Salman khan is best in the world,2021-04-11T04:44:47Z,0,4,Salman Khan
Salman Faisal,Love u salman Bhai ❤️😘😍,2021-04-10T20:37:44Z,0,0,Salman Khan
Rifat Hasan,Srk the world biggest movie star,2021-04-10T19:16:45Z,0,0,Sharukh Khan
Arunit Singh,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=1m35s"">1:35</a> I agree with her 👍",2021-04-10T10:03:13Z,1,0,Comment
Raja Tandi,Bollywood ka badsha king Khan srk 🌎 biggest ⭐ 💜❤️,2021-04-10T03:37:08Z,1,0,Sharukh Khan
Cute zikra,Srk,2021-04-09T17:14:22Z,0,0,Sharukh Khan
Tushar Adhikari,Only Salman Khan,2021-04-09T08:56:24Z,0,0,Salman Khan
Chetan Fitness,Salman ❤️❤️❤️,2021-04-09T08:33:38Z,0,0,Salman Khan
Abhishek Raj,Only salman khan,2021-04-09T07:38:35Z,0,0,Salman Khan
Nipun Gupta,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m50s"">4:50</a> Jabra fan✌️",2021-04-09T05:13:53Z,2,0,comment
Santosh Atal (Study Help),सलमान सिर्फ इंडिया में फैन फॉलोइंग ज्यादा रखता है और अगर पूरी दुनिया की बात की जाए तो शाहरुख खान के आसपास भी नहीं है सलमान खान की फैन फॉलोइंग शाहरुख खान ही एक ऐसा एक्टर है जो पूरी दुनिया के फैंस के दिलों पे राज करता है,2021-04-09T02:59:54Z,0,0,comment
Subham Sh,Itni negativity leke jo hit film de or jo so called king hokye bhi hit na de saake....😂,2021-04-08T17:47:52Z,0,0,Salman Khan
Kishor K,King Khan Best,2021-04-08T17:47:29Z,1,0,Sharukh Khan
Subham Sh,Salman is real boss.....back to back 100cr,2021-04-08T17:42:23Z,0,0,Salman Khan
SKB EDITZ,SRK best he 💜,2021-04-08T15:15:37Z,3,0,Sharukh Khan
Garv Varshney,King of bollywood.....SRK,2021-04-07T16:28:48Z,1,0,Sharukh Khan
RADHE  VERMA ENTERTAINMENT,Salman Khan international megastar😎😎😎💪💪👊👊💖💖,2021-04-07T13:12:50Z,9,0,Salman Khan
Najim Sheikh,Srk❣️,2021-04-07T09:51:24Z,2,0,Sharukh Khan
Danish Zehen,Srk,2021-04-06T20:26:10Z,1,0,Sharukh Khan
SHYAM .18,Srk global star,2021-04-06T19:18:01Z,1,0,Sharukh Khan
SHYAM .18,Srk,2021-04-06T19:17:28Z,1,0,Sharukh Khan
Md Badshah,Salman khan,2021-04-06T10:37:39Z,0,0,Salman Khan
Venom,99% comments are for SRK ♥️,2021-04-06T05:13:32Z,5,1,Sharukh Khan
SK Editors,SRK ka h bra,2021-04-05T04:21:44Z,1,0,Sharukh Khan
Riya Chauhan,Srk ....naam hi kaafi h bhai😍😍😍,2021-04-04T13:24:30Z,4,0,Sharukh Khan
YRF SPY UNIVERSE,Bollywood Ka Baap Only Salman Khan SRK Is Flop Actor Ek Movie Nahi Chalti Uski Isliye Toh Pathan Me Salman Bhai Ko Saath Lekar Aa Raha Hai For Tiger Look Beta Abb Salman Khan Hai Pathan Me Toh Teri Movie Hit Hogi Warna Zero Jaisa Haal Hota😂😂😁😁,2021-04-04T06:41:43Z,0,0,Sharukh Khan
Sameer Kapoor,Only Mr Salman khan is the biggest star,2021-04-03T08:59:38Z,0,0,Salman Khan
abdul khadeer,The worst actor in bollywood is salman khab,2021-04-03T03:07:48Z,0,0,Salman Khan
Time of Learn and fun,Srk is the best.,2021-04-02T18:56:58Z,2,0,Sharukh Khan
CRISTY Geevar,EXPRESSIONLESS ACTOR SALMAN KHAN 😁😁😁,2021-04-01T10:37:40Z,1,0,Salman Khan
CRISTY Geevar,EXPRESSIONLESS ACTOR SALMAN KHAN 😁😁😁,2021-04-01T10:37:25Z,6,0,Salman Khan
lucky XT,King khan is best,2021-03-31T06:27:31Z,1,0,Sharukh Khan
Md Saharul Islam Sardar,World biggest richest actor Srk sir ...,2021-03-30T17:43:51Z,1,0,Sharukh Khan
Pranab Tripathy,So sophosticated crowd go for SRK and as usual single screen crowd go for Salman,2021-03-30T11:52:38Z,1,0,Sharukh Khan
Shivani chauhan,Salman sirrr,2021-03-30T07:54:53Z,0,0,Salman Khan
Sabrina Yasmin Roshni,This man lost everything in young age family mom dad his sister got depression then started his career by serial bollywood debut by other rejected movies he never give up life true inspiration shahrukh khan sir,2021-03-30T06:13:54Z,48,0,Sharukh Khan
Imran Barbhuiya,Salman khan,2021-03-29T11:56:36Z,0,0,Salman Khan
Muhammad Hassan,Stardom ka iklota malik SRK,2021-03-29T09:45:02Z,1,0,Sharukh Khan
Emmanuel Pandkone,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=5m07s"">5:07</a> Manoj Kumar ne kabhi role kiya Devdas ka??<br>Dilip Kumar ne Devdas ka role kiya tha",2021-03-29T08:20:05Z,1,0,commets
Emmanuel Pandkone,Girls love SRK and girls love Salman as a bhai 😂😂😂😂😁,2021-03-29T08:18:41Z,41,2,Sharukh Khan
One life gamer,Only salman,2021-03-28T23:14:05Z,0,0,Salman Khan
Nurmahammad Ali,Uske jaisa duniya me or actor ho hi nahi sakta,2021-03-28T09:59:52Z,0,0,comment
Nurmahammad Ali,Of course shah rukh sir,2021-03-28T09:59:16Z,1,0,Sharukh Khan
Suraj kumar suraj kumar,Salman bhai,2021-03-28T06:27:41Z,0,0,Salman Khan
Arsalan Ashraf,Salman khan megastar,2021-03-28T06:15:14Z,1,0,Salman Khan
sahil Shek,Bhaii salman ka koi comparison nhi ho sakta.srk ke fans international hai lekin hollywood ke actors hi salman ke fan he .always salman khan .jindagi ka sabse behtarin aadmi salman khan,2021-03-28T04:56:56Z,2,0,Salman Khan
arpan roka,Sala ko pata nahe srk king,2021-03-27T15:51:48Z,0,0,Sharukh Khan
Amir Raza,The one and only Salman Khan,2021-03-26T21:02:59Z,0,0,Salman Khan
Badshah B S,Skf,2021-03-26T16:37:56Z,0,0,comment
mammookka fan 369,Iam from kerala big fan srk 😍,2021-03-26T14:03:42Z,4,0,Sharukh Khan
THE MAITAB,Only Shah Rukh Khan,2021-03-26T00:50:56Z,1,0,Sharukh Khan
Zaid Khan,Salman khan hi srk ko Kam dilaya he,2021-03-24T18:30:44Z,0,0,Salman Khan
Zaid Khan,Salman Ka sachcha fan,2021-03-24T18:29:59Z,0,0,Salman Khan
Zaid Khan,Salman kahn dest,2021-03-24T18:29:34Z,0,0,Salman Khan
Zaid Khan,Salman is the best,2021-03-24T18:29:19Z,0,0,Salman Khan
Zaid Khan,Salman kahn Hine to sabko Kam dilaya he,2021-03-24T18:28:58Z,0,0,Salman Khan
pk gamer,Srk is almost great actor,2021-03-24T03:18:09Z,0,0,Sharukh Khan
pk gamer,Girl fan srk,2021-03-24T03:17:50Z,0,0,Sharukh Khan
Hamza Khan,Both are legend but i love srk,2021-03-24T00:36:00Z,1,0,Sharukh Khan
Sunil Rode,salman khan,2021-03-23T18:14:43Z,0,0,Salman Khan
Roman Rainsh,Salman khan super hero,2021-03-23T11:57:54Z,0,0,Salman Khan
Abdul Majeed,Anytime SRK!!!💯💯💯💯❤,2021-03-22T00:28:04Z,0,0,Sharukh Khan
TECHNICAL KNOWLEDGE,Shahruk Khan Is King Always,2021-03-21T18:00:56Z,1,0,Sharukh Khan
som Singh,Srk,2021-03-20T15:52:07Z,0,0,Sharukh Khan
Afjaal hasan creation,My favorite hero srk,2021-03-19T17:46:01Z,2,0,Sharukh Khan
SRKIAN EVER,SRK is the worlds biggest superstar no body can match his stardom <br>*Living legend <br>*Global icon <br>Because that&#39;s the fact<br>Check your own comment box you will come to know who has a huge stardom<br>King Khan for ever🖤💜🖤💜,2021-03-19T11:06:49Z,1,0,Sharukh Khan
Rakesh Soni,Jab tak hamare megastar Salman Khan bhai ka hummesha acchi tarah se sach me jaj tak hum jinda he hummesha acchi tarah unke sapot  hu sapot me rahu gaa hummesha ke liye thank you super megastar Salman Khan bhai ko bahut pyara sa thank you ❤️❤️❤️❤️❤️,2021-03-18T21:01:30Z,0,0,Salman Khan
Soma Sinha,Srk is Good actor and had a Huge fanbase all over the India and globe ... He is 2nd rajinikant In Kolkata sab Bengalis unko puja karte hain Yaha ❤ Salman Khan is a Good human being But not a Good Actor acc To me 😊,2021-03-18T19:24:31Z,0,0,comment
Naushad Shaykh,"Some pepole said Srk is best, some pepole said salman best, but real hero is Subhash chandra bose and mahatma gandhi jii",2021-03-18T09:23:15Z,0,0,Sharukh Khan
kejriwal_fan_club_,SRK sir 🙏🏼🙏🏼🙏🏼,2021-03-17T15:33:44Z,5,0,Sharukh Khan
Dipesh k c,salman khan is always danger,2021-03-17T13:01:28Z,0,0,comment
Anime Insane,Srk,2021-03-17T07:45:17Z,1,0,Sharukh Khan
SRKians 🥰💥,Partial interviewer he himself is a fan of salman khan so he is taking interview of only salman fans,2021-03-17T03:38:06Z,0,0,Salman Khan
Junayed siddeke Jibon,Srk,2021-03-16T06:32:54Z,1,0,Sharukh Khan
flash X,Srk,2021-03-15T15:42:17Z,1,0,Sharukh Khan
Mostofa Sarwar,SHAHRUKH THE KING,2021-03-12T17:13:50Z,1,0,Sharukh Khan
Aditya Yadav,Salman khan sidhe highaw ke pass soahe huahe logo par gadhi chadhe detha hai,2021-03-12T12:47:27Z,1,0,comment
aditya kadam,"Always shahrukh khan,because he is the king and no one can take his position",2021-03-12T10:06:39Z,5,0,Sharukh Khan
Tufajul Hossain,There is no comparison <br>Srk is self made superstar<br>Selmon is father made star,2021-03-12T08:39:44Z,4,0,Salman Khan
Peeru Peersab,Salman Khan best stardam,2021-03-12T08:29:31Z,0,0,Salman Khan
Pratik SRKian,"BBC ,cnn, said world most popular actor Shah Rukh Khan🦁",2021-03-12T06:25:20Z,0,0,Sharukh Khan
SRKian Kabir,5 HONORARY DOCTORATE DEGREES 3 CHARITY UNIVERSAL AWARDS 3 AWARD FROM INDIAN GOVT 9 AWARD FROM 5 DIFFERENT COUNTRIES GOVT THE &quot;SHAH RUKH KHAN&quot; GLOBAL SUPERSTAR &amp; ICON,2021-03-12T04:27:21Z,0,0,comment
Rakesh Kumar,SRK.. King of bollywood..,2021-03-12T01:16:58Z,2,0,Sharukh Khan
nadim Pathan,Salman,2021-03-11T18:10:43Z,0,0,Salman Khan
Aapka Dost,Sallu bhai,2021-03-11T17:40:14Z,0,0,Salman Khan
Tufajul Hossain,Shah Rukh Khan world biggest megastar❤,2021-03-11T08:39:48Z,2,0,Sharukh Khan
Aavesh Siddique,Srk,2021-03-11T05:59:51Z,1,0,Sharukh Khan
SRKian Kabir,"Educated People Loves Shah Rukh Khan .<br>Uneducated, Rikshawale Loves Salman Khan this is facts😁",2021-03-11T04:53:04Z,2,0,Sharukh Khan
Badat Sabihabibi,Shah rukh khan 🔥🔥🔥,2021-03-10T09:07:33Z,11,0,Sharukh Khan
Piece of Candy,Srk world&#39;s biggest superstar ❤️,2021-03-10T05:44:24Z,1,0,Sharukh Khan
Arfat,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m31s"">4:31</a> shahrukh khan ji ka bahut BADA hai😂😂😂",2021-03-10T05:02:55Z,1,1,Sharukh Khan
Arfat,Sallu bhai,2021-03-10T04:57:23Z,0,0,Salman Khan
Kowshik Singha,Obviously srk,2021-03-09T16:48:07Z,1,0,Sharukh Khan
Ruthless king,SRK king of Bollywood<br>Selman Criminal of Bollywood <br>Chose wisely 👍,2021-03-09T16:40:15Z,2,0,Sharukh Khan
Kishor Sumra,srk rocks,2021-03-09T15:55:08Z,2,0,Sharukh Khan
Dial Singh,Sha Rukh Khan is an international Star he gets compared in Germany with Tom Cruise,2021-03-09T09:18:40Z,14,0,Sharukh Khan
Sheikh Rizwan,SALMAN KHAN iS SUPPAR😍😍😍😍😍🤗😍😍🤗😍🤗🤗😍🤗🤗🤗🤗😍😍🤗😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤗😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤗😍😍😍😍😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎🤗🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😍😍😍😍😍😍😍😍😍😍😍🤗😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤗😍😍🤗😍🤗😍🤗🤗😍🤗😍😍🤗😍😍😍😍🤗😍😍😍😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😍😍😍😎😎😎🙂😎😎🙂😎🙂😎😎🙂🙂🙂🙂😎🙂😎😎😎😎😎🙂😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😃😎😃😎😎😎😎😎😎😎😎😎😎😎😍🤗😍😍🤗🤗🤗🤗🤗🤗🤗🤗😍🤗🤗😍😍🤗😍😍🤗🤗😍,2021-03-09T07:04:06Z,1,0,Salman Khan
Aishwary Bhagat,Srk = sk,2021-03-08T17:06:08Z,2,0,Sharukh Khan
jitendra kr kaushik,Shah Rukh Khan👑,2021-03-08T09:53:29Z,3,0,Sharukh Khan
